categoria,titulo,subtitulo
"Pais","Poiares Maduro admite que cozinhar é mais fácil que governar","O ministro do Desenvolvimento Regional, Poiares Maduro, admitiu hoje que é mais fácil cozinhar do que governar e provou-o, confecionando uma sobremesa com ingredientes da regiao de Alcobaça."
"Mundial 2014","Joachim Low diz que futuro do futebol alemao está seguro","O selecionador alemao, Joachim Low, recusou qualificar como um fracasso uma eventual derrota frente à Argentina na final do Mundial2014, por entender que o futuro do futebol germânico está assegurado."
"ultimas","Cabo-verdiano Diney assina por cinco anos com o Maritimo",?
"ultimas","Farense vence Atlético por 1-0, em jogo particular",?
"ultimas","Maritimo e Uniao da Madeira empatam a um golo, em jogo de preparaçao",?
"Pais","Universidade de Aveiro vai ter sala Diogo Vasconcelos","Um espaço para ligar universidades e os seus alunos, antigos e presentes, e para as ligar às empresas e aos negocios: assim pretende ser a futura sala Diogo Vasconcelos da Universidade de Aveiro."
"Futebol","Alejandro Sabella: «Fisica e taticamente falando a Alemanha é muito forte»",?
"FC Porto","Pai de Tello ao Maisfutebol: «Segunda ou terça está no Porto»","Don Joaquin fala sobre a transformaçao do filho apos o nascimento de Carlota; lembra a importância de Guardiola e a alegria pelo reencontro com Lopetegui"
"Mundial2014","Di Maria ou Enzo Pérez: Sabella nao desfaz incognita","«Angelito» em duvida para a final"
"Desporto","Sporting conquista Troféu Pauleta","O Sporting venceu este sábado o IV Troféu Pauleta, ao bater a seleçao dos Açores por 2-1, no primeiro jogo de preparaçao da época 2014/2015, realizado no Estádio de Sao Miguel, em Ponta Delgada, nos Açores."
"desporto","Holanda defende vantagem de dois golos","Brasil perde por 2-0 desde os 16 minutos, com dois golos a envolver erros de arbitragem. SIGA AQUI O JOGO AO MINUTO."
"desporto","Futuro presidente da CBF quer continuidade de Scolari","Marco Polo del Nero lembra que Scolari nao é apenas o treinador dos 7-1 ante a Alemanha, mas também o selecionador que levou o Brasil ao titulo no Mundial 2002."
"politica","Contribuintes nao podem suportar erros dos bancos","O lider do PSD, Pedro Passos Coelho, considerou hoje que o preço a pagar pelos bancos, por erros de avaliaçao de projetos, nao pode ser imputado aos contribuintes, avisando que aqueles que têm problemas porque decidiram mal têm que os resolver."
"portugal","Dois jovens feridos com gravidade no Samouco","Dois jovens terao dado entrada no Hospital do Barreiro no sábado, por volta das 20.10, depois de sofrerem ferimentos graves durante uma largada de touros, nas festas do Samouco"
"desporto","Capitao do Brasil apoia continuidade de Scolari","Thiago Silva garante que o plantel defende a continuidade de Scolari à frente da seleçao do Brasil."
"desporto","Van Gaal: Preferia perder por 7-1 do que nos penáltis","Selecionador da Holanda defende que nada é pior do que perder nos penáltis e considera que a FIFA deveria abdicar do jogo de atribuiçao do 3.º e 4.º lugares."
"economia","DBRS coloca rating do BES em revisao negativa","A agência de notaçao financeira DBRS colocou hoje o rating BBB (baixo) do Banco Espirito Santo (BES) em revisao com implicações negativas, devido à pressao que o banco está a sofrer nos seus rácios estruturais."
"politica","Ministra das Finanças e governador do BES vao ser ouvidos","As audições com a ministra das Finanças e com o governador do Banco de Portugal no Parlamento devido à situaçao do GES estao agendadas para as proximas quinta e sexta-feira."
"politica","Portugueses pagaram caro erros do sistema financeiro","O lider do CDS-PP, Paulo Portas, considerou hoje que os portugueses já pagaram muito caro erros do sistema financeiro, defendendo uma economia de mercado com responsabilidade ética e uma regulaçao forte e supervisao eficiente."
"politica","Costa diz que nao basta ganhar por poucochinho","O candidato nas primárias do PS, Antonio Costa, disse hoje que para ser alternativa nao basta ganhar porque quem ganha por poucochinho é capaz de poucochinho, num encontro em que apelou à mobilizaçao e defendeu um debate com elevaçao."
"politica","Dinheiros publicos nao devem cobrir erros privados","O secretário-geral do Partido Socialista (PS), Antonio José Seguro, declarou hoje que os fundos publicos nao devem ser usados para cobrir falhas dos privados e que estes devem ser responsáveis pelos seus investimentos."
"politica","Sondagem demonstra urgência de nova liderança","O candidato à liderança do PS Antonio Costa considerou hoje que as ultimas sondagens, com a descida do partido, demonstram a urgência de uma nova direçao."
"portugal","Peças de aviao da TAP caem e danificam carros","Incidente ocorreu no sábado às 10.24 da manha num aviao da transportadora aérea portuguesa que se deslocava com destino a Sao Paulo, Brasil"
"portugal","30 a 40 reclusos vitimas de intoxicaçao alimentar","O alerta foi dado às 17.33 de sábado. No total, foram 30 a 40 reclusos do Estabelecimento Prisional de Coimbra que sofreram uma intoxicaçao alimentar e estao sob observaçao. Apenas um foi transportado para o Hospital de Coimbra."
"politica","Antonio Costa anuncia convençao nacional para Aveiro","O candidato nas eleições primárias no PS Antonio Costa anunciou hoje a realizaçao de uma convençao nacional a 26 de julho em Aveiro para mobilizar Portugal, por forma a discutir politicas, identificar medidas e hierarquizar prioridades."
"politica","Seguro responsabiliza Costa por descida nas sondagens","O lider do PS, Antonio José Seguro, responsabilizou hoje o seu rival nas primárias pela descida do partido nas sondagens, lembrando que até à crise criada por Antonio Costa, o PS esteve sempre a subir."
"portugal","TAP investiga incidente com motor de aviao","A TAP já está a investigar as causas do incidente que ocorreu hoje de manha, em que um aviao da companhia teve um problema num dos reatores, provocando a queda de peças na zona de Camarate, Loures."
"desporto","Kadri vence apos fuga, Rui Costa já está em oitavo","Francês da AG2R ganhou na primeira abordagem à média montanha ao chegar isolado a Gérardmer La Mauselaine, coroando uma escapada em que se livrou da concorrência. Contador foi o mais forte dos favoritos."
"globo","Sarkozy acusado de corrupçao ativa","O antigo Presidente de França Nicolas Sarkozy foi acusado de corrupçao ativa, tráfico de influências e violaçao do segredo profissional, no âmbito de uma investigaçao criminal que pode destruir suas esperanças de um retorno politico, anunciou a procuradoria."
"politica","Corrente criada por Miguel Portas afasta-se do BE","Forum Manifesto, corrente fundada por Miguel Portas e à qual pertence a ex-deputada Ana Drago, decidiu em assembleia geral desvincular-se do partido"
"desporto","Rui Costa lamenta correia solta na ultima subida","O ciclista português subiu ao 8.º lugar da geral do Tour, mas perdeu 41 segundos para o lider, Nibali."
"desporto","Adrián Lopez custou 11 milhões por 60% do passe","Avançado espanhol de 26 anos assinou por cinco épocas e fica com uma cláusula de rescisao de 60 milhões de euros. É a segunda contrataçao mais cara da historia do clube."
"portugal","Hospital limpa sujidade de pombos","Comando Distrital de Operações de Socorro de Faro adiantou que Hospital foi invadido por pulgas. Fonte do mesmo desmente adiantando que foi uma limpeza à sujidade dos pombos."
"desporto","Markovic já viajou para Liverpool para fechar contrato","O jogador sérvio do Benfica viajou sexta-feira de manha para Inglaterra para ultimar a transferência para o Liverpool."
"desporto","Dragões em estágio com Adrián e sem Rolando","Rolando foi integrado no plantel, mas manifestou a intençao de sair e já nao segue para estágio. Espanhol Adrián Lopez já viaja com a comitiva de 24 jogadores para Horst."
"desporto","Marc Marquez soma sétima pole na Alemanha","Piloto espanhol da Honda conquistou a sétima pole position da temporada no Mundial de MotoGP, ao bater o recorde da pista de Sachsenring em qualificaçao, com 1.20,937 minutos, para o Grande Prémio da Alemanha."
"desporto","Antonella é a discreta fa numero 1 de Messi","Amanha, Lionel Messi pode tornar-se campeao do Mundo, se a seleçao argentina bater a alema. Nas bancadas deverá estar a companheira, Antonella Roccuzzo, que nao gosta dos holofotes mas que tem manifestado todo o apoio nas redes sociais."
"desporto","Mangala já faz exames médicos no Manchester City","O anuncio oficial da transferência pode estar por horas. O central já está em Manchester a realizar testes médicos."
"artes","Estar grávida num festival já nao é o que era","Se à primeira vista pode parecer quase impensável ver grávidas em festivais de musica, onde a confusao, o calor, a multidao e as filas para qualquer serviço sao capazes de demover a melhor das intenções, a perspetiva a partir do NOS Alive é outra. Massagens, um terraço reservado e responsáveis para trazerem comida e bebida sao apanágios das grávidas no Passeio Maritimo de Algés."
"portugal","Meio milhao roubado a trabalhadores nos campos","Uma açao de fiscalizaçao da Autoridade para as Condições do Trabalho realizada no Alentejo detetou várias situações de trabalhadores clandestinos, ou seja sem serem declarados às autoridades."
"artes","No ultimo dia de NOS Alive, ainda é cedo para balanços","Nas primeiras horas do terceiro e ultimo dia do NOS Alive, o cenário é calmo, tal como ontem, e diametralmente oposto às horas que seguiram a abertura das portas do primeiro dia de festival. Contudo, se a transiçao de ontem, da calma da tarde para a confusao da noite, constituir regra, os responsáveis serao, entre tantos outros, os britânicos The Libertines, cabeça de cartaz de hoje, Foster the People, Cass McCombs, Chet Faker e Nicolas Jaar."
"economia","Cimeira dos emergentes lançará banco de investimento","A VI Cimeira do BRICS (Brasil, Russia, india, China e África do Sul), que se realiza na proxima semana, no Brasil, iniciará uma nova fase para o grupo, com a abertura de duas instituições economico-financeiras."
"desporto","Balotelli manda beijo aos inimigos de arma em punho","O futebolista italiano Mario Balotelli, conhecido pelo seu feitio intempestivo, entrou hoje numa nova polémica com uma foto no Instagram."
"economia","Conferência de encerramento em Lisboa","A conferência de encerramento das Jornadas de Empreendedorismo Agricola, Que agricultura queremos para Portugal?, terá lugar no Sheraton Lisboa Hotel, no proximo dia 16 de julho, quarta-feira, das 9.30 às 13.00."
"portugal","Adolescentes estao a tornar-se vampiros","Há uma nova tendência entre os adolescentes portugueses que nao largam os seus smartphone ou tablet. Saiba no DN como se chama a essa moda importada dos EUA."
"portugal","Bombeiros de Entre-os-Rios comandados por mulher","Isaura Rocha é a nova comandante da corporaçao de bombeiros de Entre-os-Rios, Penafiel, onde, diz, os homens aceitaram a sua liderança sem qualquer constrangimento."
"desporto","Neuer merece estar nos dez melhores do Mundial?","FIFA nao incluiu o guarda-redes alemao nos dez melhores jogadores do Mundial do Brasil"
"portugal","Fatos inimigos do fogo para mil bombeiros já este ano","Depois da entrega, em maio, de 95 fatos inimigos do fogo aos Bombeiros Voluntários de Carregal do Sal, a empresa OnWork nao tem tido maos a medir, estimando equipar durante este ano um milhar de soldados da paz."
"portugal","Um em cada cinco chumbou o ano a Matemática","Resultados dos exames nacionais do secundários, onde foram avaliadas 23 disciplinas, foram divulgados ontem."
"portugal","Colisao faz um morto e um ferido grave em Ourique","Uma mulher de 43 anos morreu e um homem de 40 ficou ferido com gravidade na sequência de uma colisao entre dois automoveis, ocorrida hoje no concelho de Ourique (Beja), disseram fontes dos bombeiros e da GNR."
"portugal","Matemática tem a pior média de todas as disciplinas","Matemática tem o pior resultado de todos os exames nacionais do Secundário realizados este ano. Entre as 23 disciplinas avaliadas, apenas três tiveram médias inferiores a 9,5 valores nas notas dos alunos internos (que excluem os alunos auto-propostos): Matemática A, Fisica e Quimica A (ambas com 9,2) e Matemática B (9,3)."
"portugal","Tribunal condena transportadora Barraqueiro","A empresa de transportes rodoviários Barraqueiro foi condenada pelo tribunal de Vila Franca de Xira a pagar cerca de 700 mil euros a 36 trabalhadores por dias de descanso compensatorio nao concedidos entre 2002 e 2012, foi hoje divulgado."
"portugal","Incêndio em veiculo pesado condiciona trânsito na A1","Um incêndio num veiculo pesado de mercadorias, hoje, pelas 00:50, na A1, na zona de Santarém, está a condicionar circulaçao automovel naquela via, no sentido Norte-Sul, disse fonte do Comando Distrital de Operações de Socorro (CDOS) de Santarém."
